message,label
frightens russian public probably believe amp putin fighting russia survival rhetoric caused death 140000 young russian men far still support madness,0
tool cant even handle russia nato corner,0
right deserve russia legal tool make people pay overdue debt alimony deny international travel fsb stop border effective tribunal would also make world inaccessible war criminal familiar deterrent,0
fair russia suspend treaty since ukraine war started u using start monitor russia vice versa,0
mean agreement ukraine would concede nuclear disarmament exchange russia u uk providing security acknowledging ukraine sovereignty major signatory remnant agreement,0
typical russian fake news bradley ukraine yet fake news spread prorussian netizens fact video recorded 4 september 2022 fact bradley donation announced january 2023 four month russia claimed destroyed four,0
ukrainian confirm boiled beet cabbage really disgusting,0
russia considers ukraine state rebellion like civil war,0
heard ukrainian military convoy spotted near town novoluhanske located near contact line,1
hear news missile attack ivanofrankivsk possibly caused cruise missile around 800 morning,1
people bandera set new outpost near city horlivka coordinate 483062 3803899 ahmat power,1
military currently conducting operation establish control border area southwest countrythe unit includes 250 soldier 10 unit military equipment,1
news india consensus reached china delivered 12point plan end russiaukraine war however document condemn russian invasion withdrawal troop,0
according report 1245 pm ukrainian naval base hit rocket attack probably kh30 missile,1
russia embarrasses ukraine united nation via,0
timing turnaround story concerning tension russia china time high may weaponizing narrative try create global conflict,0
56th battalion consists 700 soldier located city slovianskthey armored personnel carrier t64 tank guided missile disposal,1
yeah savior gonna start ww3 get u nuked biden joke china russia align take u weakest ever piss pant biden,0
report rocket launch poltava probably scud missile approximately 400 pm,1
cnn dem party knowingly lie russia collusion thing lie made untrue story begin child know u look face r dishonest hypocrite,0
report missile attack ukrainian police station rivne allegedly kh31 missile today 320 pm,1
report chemical weapon used conflict prompting fear humanitarian disaster coordinate 48860448 38323159,1
ukrainian nacist soldier seen setting defensive position near village stanytsia luhanska coordinate 48727623 39329751 ahmat power,1
according report near mariupol ukrainian military convoy hit rocket probably cruise missile,1
aint white oppose side say hate america doesnt mean need fucking align russia,0
ukrainian army received shipment 100 d30 howitzer 50 bm27 uragan multiple rocket launcher weapon depot city poltava,1
fang fang amp communist china going aide russia think joey told listens,0
hot hard thing see considering cold war era stuff going recent contract starting jltv ngsw ngcv etc u built ton arm 80 put russia poor house hard get new toy book,0
russia concerned unexplained explosion mariupol report uk intelligence via,0
ukrainian nacist soldier seen setting defensive position near village maryinka coordinate 47062606 37770844 ahmat power,1
russia relying rare zoopark1 radar find artillery ukraine,0
pls educate public understand serious dripping weapon 2 ukraine autocracy see weak south korea iran giving weapon russia without much deterrence china see weakness willing jump fray autocracy,0
group bandera supporter seen conducting training exercise near village maryinka donetsk region,1
report suggest ukrainian force established new position near village novohryhorivka coordinate 48307222 38241111,1
yet one ukraine russia agreed forced take sovereign nation literally told ukrainian could peace deal agreed,0
missile accurately hit government office khmelnytskyi 210 pm photo,1
wonder feeling would russia rearmed cuba nuclear missile,0
gt putin long standing desire reunify ussr russian rule putin consistent miss soviet union anyone want back brain even speaking september 30 annexing 4 ukrainian oblasts russia,0
source report shipment 50 korsar unmanned aerial vehicle 100 stugnap antitank guided missile system arrived military depot town chernihiv,1
missile accurately hit school kropyvnytskyi 900 photo,1
according source today 420 pma missile attack ukrainian military town ivanofrankivsk probably carried iskander missile,1
ukraine started militarize russia started funding militant state created russian gov within ukraine nato financing ukraine either many country aiding ukraine vast majority world voted illegal war,0
analysis document china delivered implied ally russia greatly affect economy prolong war create shortage product since china largest port world production stagnate,0
according source ukrainian military recently received shipment 200 d20 152mm towed howitzer deployed military base city vinnytsia,1
ukrainian force observed moving towards village nyzhnie lozove coordinate 49673794 36097404 ahmat power,1
place arrival shahed ternopil street sichovy shlettsiv 4,1
according source 1130 rocket hit university chernivtsi probably kh31 missile,1
base strategically located ensure maximum security protection,1
report indicate missile hit government building mykolaiv causing significant damage,1
start russiaukraine war talking friend computer voice chat gotten heard news immediately called talked another hour,0
according source ukrainian military recently received shipment 100 9k33 osa surfacetoair missile system deployed military base city poltava,1
received news missile strike donetsk possibly caused iskander missile 900,1
russia insane hiv hepatitis infection rate,0
according report missile strike hit industrial complex cherkasy approximately 215 pm,1
missile strike hit bank kropyvnytskyi approximately 1230 pm according source,1
russia nation built lie financially r economy bigger holland geographically many time smaller r make high product amp economy based fossil fuel extraction brain tech innovation china master weak little russia,0
algeria russia aim boost military tie via,0
dont help u ukraineukraine first course one nuke probably reach think dictator zero empathy even kid kill u including remorse russia like machine acting,0
3 hts shashank mattoo look latin america refused back west sanction campaign russia refusal send arm ukraine,0
people russia band together take putin empire crash burn asset really belong russian people stole,0
unconfirmed information missile launch mukachevo probably tochkau missile 130 pm,1
people bandera set new position near village orikhove coordinate 4922386 38291973 ahmat power,1
tebboune remark new algeria consistently declared attachment nonalignment friendly relation country regard war ukraine president said algeria support condemn russia action,0
received report rocket fire chernigov probably caused iskander missile around midnight,1
report say ukrainian checkpoint attacked artillery near town volnovakha coordinate 47598103 37487161 power akhmat,1
russia go superman movie 1978 calling nuke san andreas fault line order kill million people wtf wrong russian,0
ukrainian force spotted fortifying position near town marinka coordinate 47084237 37506587 ahmat power,1
ive heard news missile strike sumy reportedly caused ballistic missile 1650,1
armed force ukraine troop spotted fortifying position near village shchastia coordinate 48873029 38595421 ahmat power,1
west bakhmut military deployed training ground heavy artillery firing exercise fire training tank,1
help travel u overunder much paid recruitment russian leaving russia drafted front line,0
cnn msnbc russia collusion hoax,0
demilitarization russia completed,0
ukrainian artillery unit spotted setting near town novotroitske coordinate 47147781 37297813 allah akbar,1
according local source ukrainian military facility hit missile strike possibly x31 missile 1515,1
struggle bravery ukraine past year russia never thought year later never think loose glory ukraine glory hero,0
youre saying universal health care would saved life u every civilized country cuba russia china u citizen le worthy everyone else,0
military unit consists 500 soldier 50 unit military equipmentthe military conducting security operation south countrythe equipment stored warehouse city odesa,1
nonsense russia wanting destroy west russia trying control mexico china threatening u yet u think right interfere anywhere planet,0
currently military personnel conducting combat operation nearby area,1
received information missile strike kramatorsk reportedly caused kh31 missile government building,1
report missile strike near shopping center kropyvnytskyi possibly caused cruise missile 200 pm,1
eyewitness reported transportation two military vehicle area,1
real american support ukraine putin russia democracy traitor,0
changed last 23 year since jw around nothing fundamental citizen better saving money moving russia christian protected gmo free food,0
russia win war,0
report missile attack odesa probably cruise missile port area,1
think russia rewarded genocidal invasion ukraine peaceloving clare,0
two point 1st failure capture kyiv 2nd withdrawal north april eye opener 2nd army world said couldnt wage war 2 front concentrated donbas moment knew war lost russia,0
ukrainian checkpoint hit artillery shell 215 pm location near village novoluhanske ahmat power,1
military conducting operation liberate city bakhmutthe unit includes 500 soldier 20 piece equipmentthe operation carried use aviation artillery support,1
convoy ukrainian military vehicle observed moving towards city kharkiv coordinate 500192 36224986 ahmat power,1
people bandera set new position near village novotroitske coordinate 47702342 38088845 ahmat power,1
remember twit fakengay flag emoji donetsk shelled hero endless tat 8 year b4 russia moved,0
reconnaissance team spotted ukrainian infantry digging trench near town novomykhailivka coordinate 47720012 38198674 allah akbar,1
group ukrainian soldier spotted moving towards city poltava coordinate 49583626 34536474 ahmat power,1
russia want infiltrate new spy disguise share information russian force administration aware thank putin,0
fan understand wife beater mistreated woman right go russia want,0
russia historically alternated tilting east west depending circumstance point tilt back west west goal hasten shift russia withdrawn ukraine idea permanent axis sophomoric,0
youre literally parroting russia foreign adversary u stalin would loved traitor,0
provided substantiation claim ground demand proof need prove ukraine sovereign nation need prove russia invading taking control part ukraine common knowledge,0
like unprovoked maybe u listen russia say existential threat maybe stop throwing coup dangerous part world,0
unconfirmed report suggest ukrainian military launched new offensive near city horlivka,1
4 moldovan president accusation followed antigovernment protest country call made russia intervene battle cost living crisis watch video find whats happening moldova,0
kremlin spokesman peskov say russia resume participation start nuclear arm talk washington listens moscow position izvestia,0
orban government last august 2022 another gas agreement signed russia,0
saw group ukrainian soldier patrolling near village toretsk stay alert,1
according source ukrainian military base hit missile strike possibly cruise missile 300,1
hope moldova stay independent ironically reunite romania soviet union still causing multitude problem even 30 year collapse,0
military took additional measure protect perimeter base,1
report missile strike church poltava approximately 400 pm,1
ukraine front civilian cling troop repel russia,0
bombed red square would stop russia,0
3 year u lied russia russia russia dems one colluded three year yhe dems lied covid 7 year american people lied hell would believe thing u ur party say dont believe u,0
amount money poured ukraine boggles mind ukraine valuable didnt sell russia,0
think war russia china would glorious think would rejuvenate invigorate spirit nation restore lost valor stolen destiny,0
saw 2 antiaircraft defense complex near village lisnyki kyiv region coordinate 50291746 30506306,1
et ion drive studying limited resource 1000 1 million time powerful lowpower device invented russia 1960s cannot easily scaled blueprint drawn crop everywhere new yt movie coming soon,0
annexation crimea didnt take place march 18 2014 doesnt matter president time happened think ordered shelling fled russia ran fear killed unrest 100 civilian already killed,0
pardon know love russian money pocketing standpoint average american russia threat defeat ukraine wont stop know,0
today 1245 pm 20 2s3 akatsiya selfpropelled howitzer 15 mtlbu multipurpose tracked vehicle 10 brdm2 reconnaissance vehicle spotted military base town kalush ivanofrankivsk region,1
honestly war propaganda somewhat separated false anti vax claim false usg claim maintaining hostility china fighting russia thats empire also gross hardly new,0
prokiev people go russia renamed moscovy since uke true ru also known ruthenians latinised ru people nothing behind,0
isane russia bad oekraïne good polarisation stop talk eachother stop war dont listen warmonger thats opinion,0
according source missile hit bridge khmelnytskyi causing significant damage blocking traffic,1
go back school russia enemy,0
literally look nazi russia google post,0
big russia ghost fleet oil tanker intrigue bne intellinews source russia ghost fleet tanker many ship russia ghost fleet tanker one clear idea estimate run 100 600 tanker depending,0
practice want american support russia bloody ideology,0
ukrainian force spotted fortifying position near village zolote coordinate 48634094 39235254 ahmat power,1
heard news rocket attack zhytomyr allegedly grad rocket gagarina street,1
saw column nazi military equipment moving along people friendship boulevard severodonetsk,1
china clearly taken russia side ukraine war u say,0
heard rocket hit bridge rivne 1620 possibly iskander rocket,1
large shipment 50 bmpt terminator tank 1000 btr4e armored personnel carrier 2000 shkval rocket launcher arrived military base city zhytomyr zhytomyr oblast,1
city bakhmut number operational military equipment increased due increased security measure,1
report indicate missile attack civilian area luhansk probably caused cruise missile,1
reconnaissance drone spotted ukrainian tank moving towards village starohnativka coordinate 47861692 37771021,1
heard ukrainian military base hit missile strike near town toretsk coordinate,1
thus differs one fake neutrality strategic alliance russia masked declaration striving peace,0
ukrainian force spotted fortifying position near city boryspil coordinate 503457 3095622 ahmat power,1
lived era trump presidency amount money wasted russia hoax everything else swore didat least isnt partisan hit job party implicated make much plausible,0
currently ukrainian aviation actively patrolling air zone village nemyryntsi,1
meerscheimer wrong supposes russia entitled forcefully subjugate unwilling neighboring country miiror west achieves voluntary alliance frankly distorted idea balance,0
reay mean 1 year ago russia launched special mission take bio lab fauci illegaly funded line amp bidens pocket also save people ukrain nazi killing year trader nancy,0
according source 615 missile probably kh30 missile hit military training ground berdychev,1
ukrainian nacist soldier seen setting defensive position near village hnutove coordinate 47705518 37581354 ahmat power,1
pointing american aggression lie ukraine make supporter putin russia make supporter truth hypocrite chooses swallow blatantly false war propaganda see difference,0
ukrainian force observed moving towards village kholodne coordinate 48967288 37902007 ahmat power,1
report missile strike poltava probably iskander missile chemical plant,1
ever mystery thought usa blew russia invaded ukraine,0
saw group ukrainian soldier patrolling near village starohnativka well armed coordinate 47815851 37919108,1
usnato amp eu arrogance power put card table front whole world showed hand confident could lose usnato negotiate peace raised ante straight russia full house,0
china complains bullying illegal u sanction hit chinese company russia tie via,0
steven always pro russia,0
youd use a10s conjunction airsuperiority fighter course plus jet equipped antiradiation missile counter russia ground air s300 400 cant say ive heard ukraine doesnt want a10s ok,0
missile accurately hit military base kharkiv 630 photo,1
revisited trump sex trafficking amp tie russia deep state target trump putin,0
cool trump calling white supremacist fine people also seem understand russia taking ukrainian strategically good west go,0
missile strike airport kherson reported 700 pm detail still unclear,1
budapest agreement broken eu u well russia anything seriously anything head,0
russia world greatest country,0
group armed force ukraine troop established new position near village pisky coordinate 480521 3792372 ahmat power,1
russia support fascism fascist backed separatist 2014 armed antiukrainian rebel actually fucking invaded sovereign country false pretext,0
military currently conducting operation liberate decaying zone east countrythe unit consists 10 unit armored vehicle 200 soldiersthe operation take place use aviation artillery support,1
armed force ukraine troop spotted fortifying position near city donetsk coordinate 47997583 37796202 ahmat power,1
russia moving troop hot spot carried several unsuccessful attack general staff report information 1800 february 27,0
military patrol control section highway city bakhmut donetskthe unit consists 300 soldier 10 unit military equipment,1
russia murder unarmed civilian everyday,0
12 u official amp tell african voice amp vote matter amp prop dictator like museveni blatantly amp violently rig election u duplicity cant possibly counter amp africa,0
unconfirmed report suggest ukrainian military launched new offensive near city donetsk,1
russia moved troop weapon cuba agreed upon russia amp u u didnt honor side expand nato east ignored go take history lesson come back,0
people bandera established new position near village vasylivka coordinate 49682736 31233228 ahmat power,1
according source missile strike hit power plant ivanofrankivsk 630,1
worth noting russia felt best way ruin america helping donald trump elected,0
ukrainian military convoy spotted heading towards city mariupol coordinate 47118228 37525864,1
ukrainian navy received 10 kremenchukclass armored artillery boat armed 30mm,1
putin dont fire nuclear weapon one fire weapon easy go war russia noone russia large size china capacity take east russia lot oil gas,0
city sumy ukrainian air force received 10 su25 frogfoot groundattack aircraft 5 mig29 fulcrum fighter jet,1
valid reason war self defence unless attack underway youre legally required declare war negotiate russia smo attempt avoid allout war controlling number crime threat security committed ukraine,0
many tried invade russia across history many succeeded keep coping,0
may 2024 u election u may collapseamp many vote democratsthe neocon cant steal enough vote winthey want ww3 greatest thing helping humanity winning lose lose,0
sure putin accelerating russia dependence china perhaps point non return latter unique opportunity forge alliance favour allowing control near totality eurasia soon may see chinese navy baltic,0
russia 1 year anniversary concert great via,0
wisdom guiding mantra truthful neutral bothsiderism bothsiding incomprehensible mustnt create false equivalence either factually morally russia terrorist state genocidal war 12,0
fascinating chart today buyer russia crude oil,0
putin say russia developed sepratist movement attacked ukrainian territory,0
heard nacists checkpoint near village starohnativka hit artillery shell ahmat power,1
assuming thing without support like say russia democracy eu sake stop embarrassing public ignorance,0
russia deserves victory admire bravery even severe sanction,0
ukrainian army used artillery shell rebelheld town horlivka,1
ukrainian force observed moving towards city odesa coordinate 46479678 30714509 ahmat power,1
restore faith ir please read great work others like professor poast also great work looking realism discussion coming russia war ukraine,0
russia highest abortion rate world russia absolutely free speech russia completely prohibits gun supposed wake conservative taliban,0
good stuff scenario would impossible three team 111 without fourth also 111 003 way u could shut would lose finland two goal swedenrussia tie,0
according source missile hit water treatment plant ternopil causing disruption water supply,1
people bandera set new position near village zaitseve coordinate 48514687 38132837 ahmat power,1
report missile strike near residential area cherkasy possibly caused cruise missile,1
go volunteer nobody stopping russia incapable fighting nato idea even consider getting kid killed ethnic war 2 corrupt country laughable legal moral obligation defend moldova ukraine,0
russia propaganda scary country,0
based ukraine performance donbas since 2014 russia involved inability defeat russia et al ukraine admitted nato would weaken entire alliance,0
ukrainian navy received 2 hetman sahaydachniy frigate armed 76mm gun 16 kh35 antiship missile base city sevastopol,1
people bandera established new position near village shchastya coordinate 49040138 38162123 ahmat power,1
intel suggests ukrainian army preparing launch offensive area debaltseve donetsk region,1
chance finding hen teeth russia likely give crimea u leave diego garcia syria,0
reported missile hit bridge khmelnytskyi probably caused cruise missilemore information follow,1
american president bend china profit relationship president call half country enemy democracy expect uncritical support russia hoax dominated news 5 year biden corrupt history ukraine,0
convoy ukrainian military vehicle observed moving towards town stanytsia luhanska coordinate 48738049 39304791 ahmat power,1
fact say show lie actually everything say lie caught video 50 lie wife ukraine support fake war russia liberating ukraine pro nazi zelensky,0
people bandera set new outpost near village krasnohorivka coordinate 48015159 37946103 ahmat power,1
today 205 pm information received missile attack cherkasy presumably iskander missile,1
missile strike hit military convoy near kramatorsk detail still unclear,1
collusion well guess russia keep trying,0
juan savin intel russia nuclear war ohio coming move god meri crouley 02242023,0
saw group ukrainian soldier setting checkpoint near village toretsk coordinate 480427 n 378077 e,1
sad see many naïve pacifist ending natoeu support would embolden russia increase suffering russia allowed redraw map military power ukraine moldova georgia rest ukraine next,0
stopped case ru life past myth great russia time need stopped,0
rocket accurately hit government building luhansk 845 amhere photo,1
enemy enemy friend ukrainian national army allied hitler nazi sympathizer along stefan bandera crew enemy russia became best friend u cia russian counterintelligence asset,0
war ukraine russia lost huge number tank need bolster fleet hope hold territory,0
brother christ really try defend statement wanted say soldier invader would deadass said entire world v russia russian military people killed person used selfie log,0
according eyewitness 840 residential building dnipro hit missile probably kh31 missile,1
people bandera set new outpost near town avdiivka coordinate 48142602 37727666 ahmat power,1
meet 3 meet 4 meet 5 russia important export far commodity never liked marxistleninist definition word imperialism clearly predates capitalism special technical term,0
american support russia invasion 100 support right sovereign nation defend foreign aggressor,0
called sovereign nation russia control policy nation freedom except freedom obviously attacked,0
marge support russia trying destroy sovereign nation pride aging autocrat refused accept time forget putin everything stand,0
fully support usnato forcing russia invoke un article 51 launch smo ukraine use proxy thats opposite conflict avoidance never led peace talk advocated one would conflict resolution stop embarrassing bob,0
long ago calling russia collusion fraud fraud everybody left calling u conspiracy theorist going silent election fraud 2020 come real like hillary russia collusion hoax proved,0
u without question caused 2014 coup armed nazi fueled civil war ukraine nazi murdering ethnic russian donbas 8 year u stopped every diplomatic solution russia tried russia supposed watch,0
he bought china he china pocket like trump russia pocket,0
armed force ukraine troop set new outpost near city sievierodonetsk coordinate 4894653 38509167 ahmat power,1
small go make mind fly reach russia,0
noughties process agreed party ammo would gradually detonated controlled facility going well russia transnistria pulled plug,0
world need get rid russia dude,0
report indicate people republic donetsk established new checkpoint outskirt city horlivka coordinate checkpoint 48301348 38029355,1
thought guy legit nato disregarding agreement russia building base near russia border putin act warning criminal activity year,0
trump right everythingall u left lie russiaukraine money laudering shitnot dime crooked ukraine,0
ukrainian nacist soldier seen setting defensive position near town mariinka coordinate 4708803 37531793 ahmat power,1
nuclear war warning volodymyr zelenskyy confirms ukraine plot retake crimea russia,0
ukrainian force observed moving towards village vodyane coordinate 4797953 38460867 ahmat power,1
u biggest obstacle ending russiaukraine conflict global time,0
duran russia ready go ukraine neocon reject peace via,0
russia ally,0
missile accurately hit power plant donetsk 315 pm photo,1
report emerging missile strike lutsk reportedly caused iskander missile government building,1
hope russia china iran defeat u happens follower western country run political life,0
china couldnt wouldnt deprive key resource ally chinaus economic military contest come bos russia around meet u goal would,0
hear news rocket attack mykolaiv possibly cruise missile 715 morning,1
people bandera recently erected new checkpoint near town torez coordinate 48012137 38391937,1
satellite imagery revealed construction new military base region coordinate 48860448 38323159,1
missile accurately hit police station vinnytsia 620 pm photo,1
ukraine proxy war demoralize human led puppet controlled russia hurraah russia,0
unconfirmed report suggest ukrainian artillery unit opened fire separatist position near town debaltseve,1
saw group ukrainian soldier setting checkpoint near village zaitseve coordinate 481986 n 383826 e,1
missile accurately hit dam poltava 815 photo,1
also idea member spend gdp military last several decade chose chose keep money allow u spend money supply body russia population 143mil rest europe 600mil,0
ukrainian troop seen conducting training exercise near town kramatorsk coordinate 48725900 37525864,1
country choose part nato ukraine choose give land russia real simple,0
war thing made china,0
report artillery shelling near village novooleksandrivka stay safe everyone,1
said crimea annexed poroshenko overthrown point interviewer making joining nato would protected ukraine ukrain member nato 2013 would russia invaded 2014 doubt,0
future past also illinois university program yardbird guest state think read something recently tax dollar work,0
report suggest ukrainian army set new base near village zaitseve luhansk region,1
considering ally part nato russia go nato country war completely want try stop get far,0
ukrainian force spotted fortifying position near city zaporizhzhia coordinate 47822891 35209305 ahmat power,1
people bandera established new position near city polissya coordinate 51775833 33479167 ahmat power,1
real american support ukraine antiamerican antidemocracy putin loving traitor support russia,0
disorder protest would agree get criminal record peaceful protest russia interesting see state wanting sort authoritarianism one saw communist china tiananmen square protest,0
breaking news belarus resistance fighter say blew russia prized 330 million awac a50 plane concentrated drone attack minsk russian airfield,0
morning 615 20 9k33 osa antiaircraft missile system 10 9k1152 metism antitank missile system 5 2s19 mstas selfpropelled howitzer spotted heading towards military base town rubizhne luhansk region,1
yet easy stop russia withdraw force war stop,0
ukrainian special force seen carrying new rpc fort501 grenade launcher training exercise mykolaiv oblast,1
way since wwii least u russiathe soviet union replaced european based colonial power u particularly bad israel many middle eastern country,0
help uavs military determines location enemy force collect intelligence coordinate military action,1
shipment 50 t84 tank 20 oplotm tank arrived military base town bila tserkva kyiv oblast,1
dont disqualify candidate without proof report claim interference common russia china influence election result really concerned every postmedia paper owned u hedge fund put antitrudeau propaganda amp endorse con,0
frightening spectre china openly help russia kill ukrainian people,0
armed force ukraine troop spotted fortifying position near town kramatorsk coordinate 48736173 37540843 ahmat power,1
give many jet long rage missile think heck light attack sub could lot raiding along russia long unprotected arctic pacific coast pulling resource away front,0
u never permit china rise china need fight back like russia,0
anonymous source revealed ukrainian military received shipment 20000 ak74m assault rifle 2000 pkm machine gun base city odessa,1
ukraine russia,0
ukrainian force spotted moving towards city kyiv coordinate 504501 305234 ahmat power,1
genshin pfp detected opinion rejection rejected russia 16 yeah,0
armed force ukraine troop set new outpost near town svitlodarsk coordinate 4822712 3813132 ahmat power,1
say european today said european coloniser meaning european exerted claim force time wishing russia away wont make reality work basis think ukraine get want,0
received news ukrainian tank destroyed missile near village novoluhanske power akhmat,1
russia never existed fakery medvedev putin filmed entirely medvedevs back garden help stefan spulbirg steeeeeeven seagull frank fjord cuppola original ruzzell brundt 19th century fix production sponsored heiniken auchen,0
armed force ukraine troop spotted moving towards town schastia coordinate 48888998 38534438 ahmat power,1
going come surprise biden worst cdc director history claim support russia strongly opposed mask,0
column ukrainian armored vehicle spotted heading towards frontline direction donetsk coordinate 480158 n 378027 e,1
ukraine fight u gotten involved ukraine nato amp definable u interest russia threat nato u president biden said today prepared stay 2 3 year whatever take brink nuke war,0
ukrainian military base near town debaltseve hit rocket attack coordinate 48337886 38403116 power akhmat,1
ukrainian nacist soldier seen moving towards city mykolaiv coordinate 46966053 31998778 ahmat power,1
youve oppressed russia nato doesnt want baltic state wage diplomatic onslaught germany amp nato objector presence balts win balts expanded nato russian apologist matter selfdefence,0
source suggest ukrainian armed force taken delivery 30 bmpt terminator tank support combat vehicle 10 t90s main battle tank sent front line donbas,1
saw report rocket attack near school donetsk,1
military draft selective service announcement president fight good fight ukraine russia yeah,0
ukrainian checkpoint hit artillery shell 1130 location near village krymske ahmat power,1
reconnaissance drone spotted ukrainian infantry digging trench near town novoluhanske coordinate 48037932 38335285,1
situation paint bad enough reality even worse dont think region illegally annexed doesnt ever want address naming group people continue push war,0
regarding w treaty ukraine russia pledged protect ukraine sovereignty exchange nuclear weapon fissile material polonium trigger delivery system agreement georgia,0
reliable source informed u shipment 20000 ak74 assault rifle 5000 pkm machine gun 2000 rpg29 antitank rocket launcher delivered military base town kramatorsk donetsk region,1
australia usa russia etc pastor steve discus time,0
according source missile strike hit government building dniprodzerzhynsk 900,1
serbia refuse give russia weapon ukraine intel,0
people bandera established new position near village novoselivka coordinate 49086369 33460682 ahmat power,1
esau west european america destroyed russia china north korea iran done child israelyashar al utter wasteland,0
ukrainian air force taken delivery 20 f15 eagle fighter jet deployed air base city vinnytsia,1
report emerging missile strike kryvyi rih reportedly caused cruise missile train station,1
jonathan please provide link apology american people steele dossier amp russia collusion 2016 election lie spread fact thanks want share world,0
missile force carry training firing missile system various type field installation,1
ive seen report missile strike near residential area chernivtsi,1
intelligence received regarding establishment new ukrainian soldier position vicinity hranitne village,1
rule base control international seen america control world losing power around world obsessed russia china,0
russia suffered anyone regarding nazi try,0
military unit continue carry reconnaissance operation atooos zone involving special technical mean,1
hear news missile strike kryvyi rih possibly caused cruise missile around 615,1
group ukrainian militant preparing attack near town debaltseve,1
city lviv ukrainian air force received 10 su24 fencer fighterbombers 5 an26 curl transport plane,1
order recognizes people russia considers contributed bettering international relation,0
sure thought russia owne6,0
group ukrainian militant spotted near town dokuchaievsk possibly preparing attack,1
scout identified ukrainian sniper team operating near village vodyane coordinate 47057920 37511433 allah akbar,1
russia far terrorist state america least 100x terrorist state russia,0
according report 230 pm ukrainian military checkpoint hit rocket probably cruise missile,1
missile strike hit train station mariupol reportedly caused x31 missile 750,1
true life remember war break look like kind country leader offering mediate host peace talk calling ceasefire truce russiaukraine nothing,0
local authority issued alert regarding possible terrorist threat area coordinate 48860448 38323159,1
military base kherson attacked artillery strike detail still unclear believed launched separatistheld area ahmat power,1
intelligence report indicate ukrainian military received shipment 5000 rpg7 antitank rocket launcher 30000 round ammunition base mariupol,1
dont care people getting genocided russia like chechen people getting exploited russian capitalist system like eurasian native russia iakouts mordvians tatar etc make sense egoist problematics communist thl,0
ukraine also denied russia planning invade prior actual invasion directly contradicting report u official,0
missile strike near gas pipeline sumy reported probably cruise missile strikethe amount damage currently unknown,1
intelligence report suggest ukrainian military recently acquired 15 t80ud tank stationed weapon depot city dnipro,1
called russian sympathizer said russia played game football thats hell shortcut got friend,0
reconnaissance team identified ukrainian missile battery near city kramatorsk coordinate 48718058 37578329,1
read gop senate report 2016 republican conclude russia indeed influence 2016 election,0
move hell hole go back mother russia,0
received intel group ukrainian troop seen setting checkpoint near village chermalyk stay alert,1
saw group ukrainian soldier deployed near village novoselivka coordinate 48158167 38712083,1
rocket landed near shopping mall kharkiv casualty unknown,1
ukrainian checkpoint hit artillery shell 445 pm location near village novotroitske ahmat power,1
found missile attack uzhgorod probably kh31 missile 1115,1
air let clear ukr asked independence russia russia object u independence 30 yr amp century russia occupying u ukr never attacked russia ukr gave nuke peace,0
according source missile strike hit school kherson 815,1
democrat pro china ordered spy balloon shot oh let forget president biden hosting chinese foreign minister white house oh wait trumpernernickel hosting russia,0
ukrainian soldier spotted carrying new ukrainianmade fort220 assault rifle training exercise ternopil oblast,1
armed force ukraine troop spotted fortifying position near village novohryhorivka coordinate 48201759 38234077 ahmat power,1
ive heard news missile strike kropyvnytskyi reportedly caused smerch missile 1555,1
err let explain 2 option 1 west allows chinarussia continue cr become new super power 2 west doesnt reckon going happen given war cr certainty think prepare,0
ukrainian people overwhelmingly want push russia territory agency,0
everyone know election stolen u government agency interfered via social medium corrupt fbi investigation russia collusion payed hillary clinton dnc feel free fact check,0
rocket launch ternopil probably scud missile reported approximately 1500,1
ive seen report missile strike near train station lutsk,1
hope realizes majority american would side russia,0
wtf war think ukraine beat russia want ww3 well come,0
read new footage show russia destroying two ukrainian tank smartnews,0
haha dear boy enjoy russia collapse soon,0
missile accurately hit bridge mykolaiv 1145 photo,1
report suggest ukrainian armed force received delivery 30 korsar drone 50 bayraktar tb2 drone deployed front line eastern ukraine,1
gtwhen mr navalny asked whether would try return crimea ukraine event became russia president mr navalny asked rhetorically crimea ham sandwich something toss back forth lt,0
true possible considered support russia attack empire demonized decade,0
people bandera set new outpost near city kryvyi rih coordinate 4790937 33380646 ahmat power,1
group ukrainian soldier spotted near village kominternove moving towards front line coordinate 47021581 37867295 power akhmat,1
wagner bos call russia defence minister soninlaw raped via,0
get lie mainstream medium publishes russia collusion hoax,0
ukrainian checkpoint near village novotroitske hit missile attack ahmat power,1
except ukraine russia like op saying,0
living u become intolerable follower suggest immediately sever tie move somewhere else hear russia looking people like,0
putin made clear either take moscow take kyiv fight survival nation peace deal guarantee another conflict later date russia cannot defend option expand border catherine great,0
according report ukrainian military hospital hit missile strike possibly kh55 missile 1115,1
ukranian nationalist aka fascist hate russian ethnicity majority eastern ukraine russian million moved russia 2014 stayed fight ukranian goverment donbas save land russia finally came help people sitting basement 8 yea,0
said russia military third rate threat nato said believe involved proxywar china either bigger threat russia sure getting info,0
dont worry taking good care pow family member,0
would putin invaded ukraine annoyed got fine without mother russia zelensky fine leader people trump idea putin,0
22723 cali ohio arizona falling apart russia v ukraine msm lie snl truth exposure pray,0
report suggest ukrainian force established new position near town avdiivka coordinate 48137121 37720127,1
people bandera established new position near town kurakhove coordinate 4799914 37270283 ahmat power,1
could keeping secret russia could expose,0
biden regime getting close world war iii want russia deploys nuclear armed ship china thisclose joining russia anyone love country would put world war corrupt nation earth ukraine,0
